7.2363 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018785214320>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000187854FA550>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
244.3710 	EXP 	pos0_2: autoDraw = False
244.3710 	EXP 	pos45_2: autoDraw = False
244.3710 	EXP 	pos90_2: autoDraw = False
244.3710 	EXP 	pos135_2: autoDraw = False
244.3710 	EXP 	pos180_2: autoDraw = False
244.3710 	EXP 	pos225_2: autoDraw = False
244.3710 	EXP 	pos270_2: autoDraw = False
244.3710 	EXP 	pos315_2: autoDraw = False
253.3514 	EXP 	response_2: autoDraw = True
254.8855 	DATA 	Mouse: Left button down, pos=(557,670)
254.8950 	EXP 	New trial (rep=0, index=6): OrderedDict([('Color0', [1, -1, 1]), ('Color45', [0, 0, 0]), ('Color90', [0, 0, 0]), ('Color135', [1, 1, 1]), ('Color180', [0, 0, 0]), ('Color225', [0, 0, 0]), ('Color270', [0, 0, 0]), ('Color315', [1, -1, -1]), ('Cueresp', [1, 1, 1]), ('target_angle', 135), ('load', 3), ('delay', 9), ('trial', 6)])
254.9104 	EXP 	pos0_2: autoDraw = False
254.9104 	EXP 	pos45_2: autoDraw = False
254.9104 	EXP 	pos90_2: autoDraw = False
254.9104 	EXP 	pos135_2: autoDraw = False
254.9104 	EXP 	pos180_2: autoDraw = False
254.9104 	EXP 	pos225_2: autoDraw = False
254.9104 	EXP 	pos270_2: autoDraw = False
254.9104 	EXP 	pos315_2: autoDraw = False
254.9104 	EXP 	response_2: autoDraw = False
254.9104 	EXP 	pos0_2: fillColor = '[ 1. -1.  1.] (rgb)'
254.9104 	EXP 	pos0_2: lineColor = '[ 1. -1.  1.] (rgb)'
254.9104 	EXP 	pos45_2: fillColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos45_2: lineColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos90_2: fillColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos90_2: lineColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos135_2: fillColor = '[1. 1. 1.] (rgb)'
254.9104 	EXP 	pos135_2: lineColor = '[1. 1. 1.] (rgb)'
254.9104 	EXP 	pos180_2: fillColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos180_2: lineColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos225_2: fillColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos225_2: lineColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos270_2: fillColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos270_2: lineColor = '[0. 0. 0.] (rgb)'
254.9104 	EXP 	pos315_2: fillColor = '[ 1. -1. -1.] (rgb)'
254.9104 	EXP 	pos315_2: lineColor = '[ 1. -1. -1.] (rgb)'
254.9104 	EXP 	response_2: fillColor = '[1. 1. 1.] (rgb)'
254.9104 	EXP 	response_2: lineColor = '[1. 1. 1.] (rgb)'
254.9104 	EXP 	pos0_2: autoDraw = True
254.9104 	EXP 	pos45_2: autoDraw = True
254.9104 	EXP 	pos90_2: autoDraw = True
254.9104 	EXP 	pos135_2: autoDraw = True
254.9104 	EXP 	pos180_2: autoDraw = True
254.9104 	EXP 	pos225_2: autoDraw = True
254.9104 	EXP 	pos270_2: autoDraw = True
254.9104 	EXP 	pos315_2: autoDraw = True
255.0047 	DATA 	Mouse:  Left button up, pos=(557,670)
259.9157 	EXP 	pos0_2: autoDraw = False
259.9157 	EXP 	pos45_2: autoDraw = False
259.9157 	EXP 	pos90_2: autoDraw = False
259.9157 	EXP 	pos135_2: autoDraw = False
259.9157 	EXP 	pos180_2: autoDraw = False
259.9157 	EXP 	pos225_2: autoDraw = False
259.9157 	EXP 	pos270_2: autoDraw = False
259.9157 	EXP 	pos315_2: autoDraw = False
268.8963 	EXP 	response_2: autoDraw = True
272.1517 	DATA 	Mouse: Left button down, pos=(982,884)
272.1610 	EXP 	New trial (rep=0, index=7): OrderedDict([('Color0', [1, -1, -1]), ('Color45', [-1, 1, -1]), ('Color90', [0, 0, 0]), ('Color135', [1, 1, -1]), ('Color180', [1, -1, 1]), ('Color225', [-1, 1, 1]), ('Color270', [1, 1, 1]), ('Color315', [-1, -1, 1]), ('Cueresp', [-1, 1, 1]), ('target_angle', 225), ('load', 7), ('delay', 9), ('trial', 1)])
272.1737 	EXP 	pos0_2: autoDraw = False
272.1737 	EXP 	pos45_2: autoDraw = False
272.1737 	EXP 	pos90_2: autoDraw = False
272.1737 	EXP 	pos135_2: autoDraw = False
272.1737 	EXP 	pos180_2: autoDraw = False
272.1737 	EXP 	pos225_2: autoDraw = False
272.1737 	EXP 	pos270_2: autoDraw = False
272.1737 	EXP 	pos315_2: autoDraw = False
272.1737 	EXP 	response_2: autoDraw = False
272.1737 	EXP 	pos0_2: fillColor = '[ 1. -1. -1.] (rgb)'
272.1737 	EXP 	pos0_2: lineColor = '[ 1. -1. -1.] (rgb)'
272.1737 	EXP 	pos45_2: fillColor = '[-1.  1. -1.] (rgb)'
272.1737 	EXP 	pos45_2: lineColor = '[-1.  1. -1.] (rgb)'
272.1737 	EXP 	pos90_2: fillColor = '[0. 0. 0.] (rgb)'
272.1737 	EXP 	pos90_2: lineColor = '[0. 0. 0.] (rgb)'
272.1737 	EXP 	pos135_2: fillColor = '[ 1.  1. -1.] (rgb)'
272.1737 	EXP 	pos135_2: lineColor = '[ 1.  1. -1.] (rgb)'
272.1737 	EXP 	pos180_2: fillColor = '[ 1. -1.  1.] (rgb)'
272.1737 	EXP 	pos180_2: lineColor = '[ 1. -1.  1.] (rgb)'
272.1737 	EXP 	pos225_2: fillColor = '[-1.  1.  1.] (rgb)'
272.1737 	EXP 	pos225_2: lineColor = '[-1.  1.  1.] (rgb)'
272.1737 	EXP 	pos270_2: fillColor = '[1. 1. 1.] (rgb)'
272.1737 	EXP 	pos270_2: lineColor = '[1. 1. 1.] (rgb)'
272.1737 	EXP 	pos315_2: fillColor = '[-1. -1.  1.] (rgb)'
272.1737 	EXP 	pos315_2: lineColor = '[-1. -1.  1.] (rgb)'
272.1737 	EXP 	response_2: fillColor = '[-1.  1.  1.] (rgb)'
272.1737 	EXP 	response_2: lineColor = '[-1.  1.  1.] (rgb)'
272.1737 	EXP 	pos0_2: autoDraw = True
272.1737 	EXP 	pos45_2: autoDraw = True
272.1737 	EXP 	pos90_2: autoDraw = True
272.1737 	EXP 	pos135_2: autoDraw = True
272.1737 	EXP 	pos180_2: autoDraw = True
272.1737 	EXP 	pos225_2: autoDraw = True
272.1737 	EXP 	pos270_2: autoDraw = True
272.1737 	EXP 	pos315_2: autoDraw = True
272.2992 	DATA 	Mouse:  Left button up, pos=(982,884)
277.1765 	EXP 	pos0_2: autoDraw = False
277.1765 	EXP 	pos45_2: autoDraw = False
277.1765 	EXP 	pos90_2: autoDraw = False
277.1765 	EXP 	pos135_2: autoDraw = False
277.1765 	EXP 	pos180_2: autoDraw = False
277.1765 	EXP 	pos225_2: autoDraw = False
277.1765 	EXP 	pos270_2: autoDraw = False
277.1765 	EXP 	pos315_2: autoDraw = False
286.1573 	EXP 	response_2: autoDraw = True
287.9900 	DATA 	Mouse: Left button down, pos=(1229,864)
287.9942 	EXP 	New trial (rep=0, index=8): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [0, 0, 0]), ('Color135', [1, -1, -1]), ('Color180', [0, 0, 0]), ('Color225', [-1, 1, 1]), ('Color270', [0, 0, 0]), ('Color315', [-1, 1, -1]), ('Cueresp', [-1, 1, -1]), ('target_angle', 315), ('load', 3), ('delay', 9), ('trial', 5)])
288.0062 	EXP 	pos0_2: autoDraw = False
288.0062 	EXP 	pos45_2: autoDraw = False
288.0062 	EXP 	pos90_2: autoDraw = False
288.0062 	EXP 	pos135_2: autoDraw = False
288.0062 	EXP 	pos180_2: autoDraw = False
288.0062 	EXP 	pos225_2: autoDraw = False
288.0062 	EXP 	pos270_2: autoDraw = False
288.0062 	EXP 	pos315_2: autoDraw = False
288.0062 	EXP 	response_2: autoDraw = False
288.0062 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos45_2: fillColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos45_2: lineColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos90_2: fillColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos90_2: lineColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos135_2: fillColor = '[ 1. -1. -1.] (rgb)'
288.0062 	EXP 	pos135_2: lineColor = '[ 1. -1. -1.] (rgb)'
288.0062 	EXP 	pos180_2: fillColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos180_2: lineColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos225_2: fillColor = '[-1.  1.  1.] (rgb)'
288.0062 	EXP 	pos225_2: lineColor = '[-1.  1.  1.] (rgb)'
288.0062 	EXP 	pos270_2: fillColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos270_2: lineColor = '[0. 0. 0.] (rgb)'
288.0062 	EXP 	pos315_2: fillColor = '[-1.  1. -1.] (rgb)'
288.0062 	EXP 	pos315_2: lineColor = '[-1.  1. -1.] (rgb)'
288.0062 	EXP 	response_2: fillColor = '[-1.  1. -1.] (rgb)'
288.0062 	EXP 	response_2: lineColor = '[-1.  1. -1.] (rgb)'
288.0062 	EXP 	pos0_2: autoDraw = True
288.0062 	EXP 	pos45_2: autoDraw = True
288.0062 	EXP 	pos90_2: autoDraw = True
288.0062 	EXP 	pos135_2: autoDraw = True
288.0062 	EXP 	pos180_2: autoDraw = True
288.0062 	EXP 	pos225_2: autoDraw = True
288.0062 	EXP 	pos270_2: autoDraw = True
288.0062 	EXP 	pos315_2: autoDraw = True
288.1090 	DATA 	Mouse:  Left button up, pos=(1229,864)
293.0213 	EXP 	pos0_2: autoDraw = False
293.0213 	EXP 	pos45_2: autoDraw = False
293.0213 	EXP 	pos90_2: autoDraw = False
293.0213 	EXP 	pos135_2: autoDraw = False
293.0213 	EXP 	pos180_2: autoDraw = False
293.0213 	EXP 	pos225_2: autoDraw = False
293.0213 	EXP 	pos270_2: autoDraw = False
293.0213 	EXP 	pos315_2: autoDraw = False
302.0013 	EXP 	response_2: autoDraw = True
302.6622 	DATA 	Mouse: Left button down, pos=(1147,822)
302.6791 	EXP 	New trial (rep=0, index=9): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [1, 1, 1]), ('Color90', [0, 0, 0]), ('Color135', [0, 0, 0]), ('Color180', [-1, 1, 1]), ('Color225', [0, 0, 0]), ('Color270', [0, 0, 0]), ('Color315', [-1, 1, -1]), ('Cueresp', [-1, 1, -1]), ('target_angle', 315), ('load', 3), ('delay', 9), ('trial', 0)])
302.6921 	EXP 	pos0_2: autoDraw = False
302.6921 	EXP 	pos45_2: autoDraw = False
302.6921 	EXP 	pos90_2: autoDraw = False
302.6921 	EXP 	pos135_2: autoDraw = False
302.6921 	EXP 	pos180_2: autoDraw = False
302.6921 	EXP 	pos225_2: autoDraw = False
302.6921 	EXP 	pos270_2: autoDraw = False
302.6921 	EXP 	pos315_2: autoDraw = False
302.6921 	EXP 	response_2: autoDraw = False
302.6921 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos45_2: fillColor = '[1. 1. 1.] (rgb)'
302.6921 	EXP 	pos45_2: lineColor = '[1. 1. 1.] (rgb)'
302.6921 	EXP 	pos90_2: fillColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos90_2: lineColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos135_2: fillColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos135_2: lineColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos180_2: fillColor = '[-1.  1.  1.] (rgb)'
302.6921 	EXP 	pos180_2: lineColor = '[-1.  1.  1.] (rgb)'
302.6921 	EXP 	pos225_2: fillColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos225_2: lineColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos270_2: fillColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos270_2: lineColor = '[0. 0. 0.] (rgb)'
302.6921 	EXP 	pos315_2: fillColor = '[-1.  1. -1.] (rgb)'
302.6921 	EXP 	pos315_2: lineColor = '[-1.  1. -1.] (rgb)'
302.6921 	EXP 	response_2: fillColor = '[-1.  1. -1.] (rgb)'
302.6921 	EXP 	response_2: lineColor = '[-1.  1. -1.] (rgb)'
302.6921 	EXP 	pos0_2: autoDraw = True
302.6921 	EXP 	pos45_2: autoDraw = True
302.6921 	EXP 	pos90_2: autoDraw = True
302.6921 	EXP 	pos135_2: autoDraw = True
302.6921 	EXP 	pos180_2: autoDraw = True
302.6921 	EXP 	pos225_2: autoDraw = True
302.6921 	EXP 	pos270_2: autoDraw = True
302.6921 	EXP 	pos315_2: autoDraw = True
302.7544 	DATA 	Mouse:  Left button up, pos=(1147,822)
307.6997 	EXP 	pos0_2: autoDraw = False
307.6997 	EXP 	pos45_2: autoDraw = False
307.6997 	EXP 	pos90_2: autoDraw = False
307.6997 	EXP 	pos135_2: autoDraw = False
307.6997 	EXP 	pos180_2: autoDraw = False
307.6997 	EXP 	pos225_2: autoDraw = False
307.6997 	EXP 	pos270_2: autoDraw = False
307.6997 	EXP 	pos315_2: autoDraw = False
316.6795 	EXP 	response_2: autoDraw = True
318.5829 	DATA 	Mouse: Left button down, pos=(1206,829)
318.5876 	EXP 	New trial (rep=0, index=10): OrderedDict([('Color0', [-1, 1, -1]), ('Color45', [-1, 1, 1]), ('Color90', [1, 1, -1]), ('Color135', [1, -1, -1]), ('Color180', [1, -1, 1]), ('Color225', [0, 0, 0]), ('Color270', [1, 1, 1]), ('Color315', [-1, -1, 1]), ('Cueresp', [-1, -1, 1]), ('target_angle', 315), ('load', 7), ('delay', 9), ('trial', 4)])
318.5970 	EXP 	pos0_2: autoDraw = False
318.5970 	EXP 	pos45_2: autoDraw = False
318.5970 	EXP 	pos90_2: autoDraw = False
318.5970 	EXP 	pos135_2: autoDraw = False
318.5970 	EXP 	pos180_2: autoDraw = False
318.5970 	EXP 	pos225_2: autoDraw = False
318.5970 	EXP 	pos270_2: autoDraw = False
318.5970 	EXP 	pos315_2: autoDraw = False
318.5970 	EXP 	response_2: autoDraw = False
318.5970 	EXP 	pos0_2: fillColor = '[-1.  1. -1.] (rgb)'
318.5970 	EXP 	pos0_2: lineColor = '[-1.  1. -1.] (rgb)'
318.5970 	EXP 	pos45_2: fillColor = '[-1.  1.  1.] (rgb)'
318.5970 	EXP 	pos45_2: lineColor = '[-1.  1.  1.] (rgb)'
318.5970 	EXP 	pos90_2: fillColor = '[ 1.  1. -1.] (rgb)'
318.5970 	EXP 	pos90_2: lineColor = '[ 1.  1. -1.] (rgb)'
318.5970 	EXP 	pos135_2: fillColor = '[ 1. -1. -1.] (rgb)'
318.5970 	EXP 	pos135_2: lineColor = '[ 1. -1. -1.] (rgb)'
318.5970 	EXP 	pos180_2: fillColor = '[ 1. -1.  1.] (rgb)'
318.5970 	EXP 	pos180_2: lineColor = '[ 1. -1.  1.] (rgb)'
318.5970 	EXP 	pos225_2: fillColor = '[0. 0. 0.] (rgb)'
318.5970 	EXP 	pos225_2: lineColor = '[0. 0. 0.] (rgb)'
318.5970 	EXP 	pos270_2: fillColor = '[1. 1. 1.] (rgb)'
318.5970 	EXP 	pos270_2: lineColor = '[1. 1. 1.] (rgb)'
318.5970 	EXP 	pos315_2: fillColor = '[-1. -1.  1.] (rgb)'
318.5970 	EXP 	pos315_2: lineColor = '[-1. -1.  1.] (rgb)'
318.5970 	EXP 	response_2: fillColor = '[-1. -1.  1.] (rgb)'
318.5970 	EXP 	response_2: lineColor = '[-1. -1.  1.] (rgb)'
318.5970 	EXP 	pos0_2: autoDraw = True
318.5970 	EXP 	pos45_2: autoDraw = True
318.5970 	EXP 	pos90_2: autoDraw = True
318.5970 	EXP 	pos135_2: autoDraw = True
318.5970 	EXP 	pos180_2: autoDraw = True
318.5970 	EXP 	pos225_2: autoDraw = True
318.5970 	EXP 	pos270_2: autoDraw = True
318.5970 	EXP 	pos315_2: autoDraw = True
318.6666 	DATA 	Mouse:  Left button up, pos=(1206,829)
323.6113 	EXP 	pos0_2: autoDraw = False
323.6113 	EXP 	pos45_2: autoDraw = False
323.6113 	EXP 	pos90_2: autoDraw = False
323.6113 	EXP 	pos135_2: autoDraw = False
323.6113 	EXP 	pos180_2: autoDraw = False
323.6113 	EXP 	pos225_2: autoDraw = False
323.6113 	EXP 	pos270_2: autoDraw = False
323.6113 	EXP 	pos315_2: autoDraw = False
332.5914 	EXP 	response_2: autoDraw = True
334.5944 	DATA 	Mouse: Left button down, pos=(1287,891)
334.6019 	EXP 	New trial (rep=0, index=11): OrderedDict([('Color0', [1, 1, -1]), ('Color45', [1, -1, 1]), ('Color90', [-1, 1, 1]), ('Color135', [1, 1, 1]), ('Color180', [1, -1, -1]), ('Color225', [-1, 1, -1]), ('Color270', [-1, -1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [1, 1, 1]), ('target_angle', 135), ('load', 7), ('delay', 9), ('trial', 2)])
334.6147 	EXP 	pos0_2: autoDraw = False
334.6147 	EXP 	pos45_2: autoDraw = False
334.6147 	EXP 	pos90_2: autoDraw = False
334.6147 	EXP 	pos135_2: autoDraw = False
334.6147 	EXP 	pos180_2: autoDraw = False
334.6147 	EXP 	pos225_2: autoDraw = False
334.6147 	EXP 	pos270_2: autoDraw = False
334.6147 	EXP 	pos315_2: autoDraw = False
334.6147 	EXP 	response_2: autoDraw = False
334.6147 	EXP 	pos0_2: fillColor = '[ 1.  1. -1.] (rgb)'
334.6147 	EXP 	pos0_2: lineColor = '[ 1.  1. -1.] (rgb)'
334.6147 	EXP 	pos45_2: fillColor = '[ 1. -1.  1.] (rgb)'
334.6147 	EXP 	pos45_2: lineColor = '[ 1. -1.  1.] (rgb)'
334.6147 	EXP 	pos90_2: fillColor = '[-1.  1.  1.] (rgb)'
334.6147 	EXP 	pos90_2: lineColor = '[-1.  1.  1.] (rgb)'
334.6147 	EXP 	pos135_2: fillColor = '[1. 1. 1.] (rgb)'
334.6147 	EXP 	pos135_2: lineColor = '[1. 1. 1.] (rgb)'
334.6147 	EXP 	pos180_2: fillColor = '[ 1. -1. -1.] (rgb)'
334.6147 	EXP 	pos180_2: lineColor = '[ 1. -1. -1.] (rgb)'
334.6147 	EXP 	pos225_2: fillColor = '[-1.  1. -1.] (rgb)'
334.6147 	EXP 	pos225_2: lineColor = '[-1.  1. -1.] (rgb)'
334.6147 	EXP 	pos270_2: fillColor = '[-1. -1.  1.] (rgb)'
334.6147 	EXP 	pos270_2: lineColor = '[-1. -1.  1.] (rgb)'
334.6147 	EXP 	pos315_2: fillColor = '[0. 0. 0.] (rgb)'
334.6147 	EXP 	pos315_2: lineColor = '[0. 0. 0.] (rgb)'
334.6147 	EXP 	response_2: fillColor = '[1. 1. 1.] (rgb)'
334.6147 	EXP 	response_2: lineColor = '[1. 1. 1.] (rgb)'
334.6147 	EXP 	pos0_2: autoDraw = True
334.6147 	EXP 	pos45_2: autoDraw = True
334.6147 	EXP 	pos90_2: autoDraw = True
334.6147 	EXP 	pos135_2: autoDraw = True
334.6147 	EXP 	pos180_2: autoDraw = True
334.6147 	EXP 	pos225_2: autoDraw = True
334.6147 	EXP 	pos270_2: autoDraw = True
334.6147 	EXP 	pos315_2: autoDraw = True
334.7449 	DATA 	Mouse:  Left button up, pos=(1287,891)
339.6222 	EXP 	pos0_2: autoDraw = False
339.6222 	EXP 	pos45_2: autoDraw = False
339.6222 	EXP 	pos90_2: autoDraw = False
339.6222 	EXP 	pos135_2: autoDraw = False
339.6222 	EXP 	pos180_2: autoDraw = False
339.6222 	EXP 	pos225_2: autoDraw = False
339.6222 	EXP 	pos270_2: autoDraw = False
339.6222 	EXP 	pos315_2: autoDraw = False
348.6027 	EXP 	response_2: autoDraw = True
351.0025 	DATA 	Mouse: Left button down, pos=(684,810)
351.0101 	EXP 	New trial (rep=0, index=12): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [1, -1, -1]), ('Color135', [0, 0, 0]), ('Color180', [0, 0, 0]), ('Color225', [0, 0, 0]), ('Color270', [1, -1, 1]), ('Color315', [-1, 1, 1]), ('Cueresp', [-1, 1, 1]), ('target_angle', 315), ('load', 3), ('delay', 9), ('trial', 4)])
351.0220 	EXP 	pos0_2: autoDraw = False
351.0220 	EXP 	pos45_2: autoDraw = False
351.0220 	EXP 	pos90_2: autoDraw = False
351.0220 	EXP 	pos135_2: autoDraw = False
351.0220 	EXP 	pos180_2: autoDraw = False
351.0220 	EXP 	pos225_2: autoDraw = False
351.0220 	EXP 	pos270_2: autoDraw = False
351.0220 	EXP 	pos315_2: autoDraw = False
351.0220 	EXP 	response_2: autoDraw = False
351.0220 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos45_2: fillColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos45_2: lineColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos90_2: fillColor = '[ 1. -1. -1.] (rgb)'
351.0220 	EXP 	pos90_2: lineColor = '[ 1. -1. -1.] (rgb)'
351.0220 	EXP 	pos135_2: fillColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos135_2: lineColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos180_2: fillColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos180_2: lineColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos225_2: fillColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos225_2: lineColor = '[0. 0. 0.] (rgb)'
351.0220 	EXP 	pos270_2: fillColor = '[ 1. -1.  1.] (rgb)'
351.0220 	EXP 	pos270_2: lineColor = '[ 1. -1.  1.] (rgb)'
351.0220 	EXP 	pos315_2: fillColor = '[-1.  1.  1.] (rgb)'
351.0220 	EXP 	pos315_2: lineColor = '[-1.  1.  1.] (rgb)'
351.0220 	EXP 	response_2: fillColor = '[-1.  1.  1.] (rgb)'
351.0220 	EXP 	response_2: lineColor = '[-1.  1.  1.] (rgb)'
351.0220 	EXP 	pos0_2: autoDraw = True
351.0220 	EXP 	pos45_2: autoDraw = True
351.0220 	EXP 	pos90_2: autoDraw = True
351.0220 	EXP 	pos135_2: autoDraw = True
351.0220 	EXP 	pos180_2: autoDraw = True
351.0220 	EXP 	pos225_2: autoDraw = True
351.0220 	EXP 	pos270_2: autoDraw = True
351.0220 	EXP 	pos315_2: autoDraw = True
351.1548 	DATA 	Mouse:  Left button up, pos=(684,810)
356.0338 	EXP 	pos0_2: autoDraw = False
356.0338 	EXP 	pos45_2: autoDraw = False
356.0338 	EXP 	pos90_2: autoDraw = False
356.0338 	EXP 	pos135_2: autoDraw = False
356.0338 	EXP 	pos180_2: autoDraw = False
356.0338 	EXP 	pos225_2: autoDraw = False
356.0338 	EXP 	pos270_2: autoDraw = False
356.0338 	EXP 	pos315_2: autoDraw = False
365.0142 	EXP 	response_2: autoDraw = True
371.8783 	DATA 	Mouse: Left button down, pos=(1307,782)
371.8821 	EXP 	New trial (rep=0, index=13): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [-1, -1, 1]), ('Color135', [0, 0, 0]), ('Color180', [1, 1, -1]), ('Color225', [0, 0, 0]), ('Color270', [1, -1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [-1, -1, 1]), ('target_angle', 90), ('load', 3), ('delay', 9), ('trial', 7)])
371.8944 	EXP 	pos0_2: autoDraw = False
371.8944 	EXP 	pos45_2: autoDraw = False
371.8944 	EXP 	pos90_2: autoDraw = False
371.8944 	EXP 	pos135_2: autoDraw = False
371.8944 	EXP 	pos180_2: autoDraw = False
371.8944 	EXP 	pos225_2: autoDraw = False
371.8944 	EXP 	pos270_2: autoDraw = False
371.8944 	EXP 	pos315_2: autoDraw = False
371.8944 	EXP 	response_2: autoDraw = False
371.8944 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos45_2: fillColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos45_2: lineColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos90_2: fillColor = '[-1. -1.  1.] (rgb)'
371.8944 	EXP 	pos90_2: lineColor = '[-1. -1.  1.] (rgb)'
371.8944 	EXP 	pos135_2: fillColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos135_2: lineColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos180_2: fillColor = '[ 1.  1. -1.] (rgb)'
371.8944 	EXP 	pos180_2: lineColor = '[ 1.  1. -1.] (rgb)'
371.8944 	EXP 	pos225_2: fillColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos225_2: lineColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos270_2: fillColor = '[ 1. -1.  1.] (rgb)'
371.8944 	EXP 	pos270_2: lineColor = '[ 1. -1.  1.] (rgb)'
371.8944 	EXP 	pos315_2: fillColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	pos315_2: lineColor = '[0. 0. 0.] (rgb)'
371.8944 	EXP 	response_2: fillColor = '[-1. -1.  1.] (rgb)'
371.8944 	EXP 	response_2: lineColor = '[-1. -1.  1.] (rgb)'
371.8944 	EXP 	pos0_2: autoDraw = True
371.8944 	EXP 	pos45_2: autoDraw = True
371.8944 	EXP 	pos90_2: autoDraw = True
371.8944 	EXP 	pos135_2: autoDraw = True
371.8944 	EXP 	pos180_2: autoDraw = True
371.8944 	EXP 	pos225_2: autoDraw = True
371.8944 	EXP 	pos270_2: autoDraw = True
371.8944 	EXP 	pos315_2: autoDraw = True
371.9800 	DATA 	Mouse:  Left button up, pos=(1305,782)
376.9093 	EXP 	pos0_2: autoDraw = False
376.9093 	EXP 	pos45_2: autoDraw = False
376.9093 	EXP 	pos90_2: autoDraw = False
376.9093 	EXP 	pos135_2: autoDraw = False
376.9093 	EXP 	pos180_2: autoDraw = False
376.9093 	EXP 	pos225_2: autoDraw = False
376.9093 	EXP 	pos270_2: autoDraw = False
376.9093 	EXP 	pos315_2: autoDraw = False
385.8734 	EXP 	response_2: autoDraw = True
389.0894 	DATA 	Mouse: Left button down, pos=(1293,895)
